filename,label,label_name,source_path,image_path
Dataset-1_data_train_img_0_4883.jpg,1,pcos,/content/organized_data/PCOS/Dataset-1_data_train_img_0_4883.jpg,/content/organized_split/train/pcos/Dataset-1_data_train_img_0_4883.jpg
Dataset-1_data_train_img_0_8575.jpg,1,pcos,/content/organized_data/PCOS/Dataset-1_data_train_img_0_8575.jpg,/content/organized_split/train/pcos/Dataset-1_data_train_img_0_8575.jpg
Dataset-2_roboflow_train_healthy_image0355_jpg.rf.60e5b3f8e8c29146785337124e01ba58.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_healthy_image0355_jpg.rf.60e5b3f8e8c29146785337124e01ba58.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_healthy_image0355_jpg.rf.60e5b3f8e8c29146785337124e01ba58.jpg
Dataset-1_data_train_img_0_6386.jpg,1,pcos,/content/organized_data/PCOS/Dataset-1_data_train_img_0_6386.jpg,/content/organized_split/train/pcos/Dataset-1_data_train_img_0_6386.jpg
Dataset-1_data_train_img_0_2997.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_2997.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_2997.jpg
Dataset-2_roboflow_train_img_0_6733_jpg.rf.6ca0fc29b3ed9379ba9adc7bc1787a3a.jpg,1,pcos,/content/organized_data/PCOS/Dataset-2_roboflow_train_img_0_6733_jpg.rf.6ca0fc29b3ed9379ba9adc7bc1787a3a.jpg,/content/organized_split/train/pcos/Dataset-2_roboflow_train_img_0_6733_jpg.rf.6ca0fc29b3ed9379ba9adc7bc1787a3a.jpg
Dataset-1_data_train_img_0_6343.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_6343.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_6343.jpg
Dataset-1_data_train_img_0_8910.jpg,1,pcos,/content/organized_data/PCOS/Dataset-1_data_train_img_0_8910.jpg,/content/organized_split/train/pcos/Dataset-1_data_train_img_0_8910.jpg
Dataset-2_roboflow_train_img_0_2176_jpg.rf.7745503d189955ee84f5ad07899428f0.jpg,1,pcos,/content/organized_data/PCOS/Dataset-2_roboflow_train_img_0_2176_jpg.rf.7745503d189955ee84f5ad07899428f0.jpg,/content/organized_split/train/pcos/Dataset-2_roboflow_train_img_0_2176_jpg.rf.7745503d189955ee84f5ad07899428f0.jpg
Dataset-2_roboflow_train_img_0_2319_jpg.rf.4a09c4d50854a0250629f583f0c8148c.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_2319_jpg.rf.4a09c4d50854a0250629f583f0c8148c.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_2319_jpg.rf.4a09c4d50854a0250629f583f0c8148c.jpg
Dataset-1_data_train_img_0_2765.jpg,1,pcos,/content/organized_data/PCOS/Dataset-1_data_train_img_0_2765.jpg,/content/organized_split/train/pcos/Dataset-1_data_train_img_0_2765.jpg
Dataset-2_roboflow_train_img_0_1903_jpg.rf.4a26b51c16e5700ee4fad3b03a51ec2d.jpg,1,pcos,/content/organized_data/PCOS/Dataset-2_roboflow_train_img_0_1903_jpg.rf.4a26b51c16e5700ee4fad3b03a51ec2d.jpg,/content/organized_split/train/pcos/Dataset-2_roboflow_train_img_0_1903_jpg.rf.4a26b51c16e5700ee4fad3b03a51ec2d.jpg
Dataset-2_roboflow_train_img_0_6505_jpg.rf.b2c79acc2ae48b075cef6cd9cd62f3b7.jpg,1,pcos,/content/organized_data/PCOS/Dataset-2_roboflow_train_img_0_6505_jpg.rf.b2c79acc2ae48b075cef6cd9cd62f3b7.jpg,/content/organized_split/train/pcos/Dataset-2_roboflow_train_img_0_6505_jpg.rf.b2c79acc2ae48b075cef6cd9cd62f3b7.jpg
Dataset-2_roboflow_train_img_0_4702_jpg.rf.8992cfd463016811fc3824dc339ad873.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_4702_jpg.rf.8992cfd463016811fc3824dc339ad873.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_4702_jpg.rf.8992cfd463016811fc3824dc339ad873.jpg
Dataset-1_data_train_img_0_4234.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_4234.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_4234.jpg
Dataset-1_data_train_img_0_8339.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_8339.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_8339.jpg
Dataset-2_roboflow_train_img_0_3185_jpg.rf.f632a8c361b0759bd453c45ae18beb0b.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_3185_jpg.rf.f632a8c361b0759bd453c45ae18beb0b.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_3185_jpg.rf.f632a8c361b0759bd453c45ae18beb0b.jpg
Dataset-2_roboflow_train_img_0_5291_jpg.rf.ecb391e54f39d48d59ce823cb76ae361.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_5291_jpg.rf.ecb391e54f39d48d59ce823cb76ae361.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_5291_jpg.rf.ecb391e54f39d48d59ce823cb76ae361.jpg
Dataset-1_data_train_img_0_3078.jpg,1,pcos,/content/organized_data/PCOS/Dataset-1_data_train_img_0_3078.jpg,/content/organized_split/train/pcos/Dataset-1_data_train_img_0_3078.jpg
Dataset-1_data_train_img_0_469.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_469.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_469.jpg
Dataset-1_data_train_img_0_5809.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_5809.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_5809.jpg
Dataset-1_data_train_img_0_7552.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_7552.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_7552.jpg
Dataset-1_data_train_img_0_9056.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_9056.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_9056.jpg
Dataset-1_data_train_img_0_8865.jpg,1,pcos,/content/organized_data/PCOS/Dataset-1_data_train_img_0_8865.jpg,/content/organized_split/train/pcos/Dataset-1_data_train_img_0_8865.jpg
Dataset-2_roboflow_train_img_0_3004_jpg.rf.4e189d50d21d48bfbe07c3425c578aad.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_3004_jpg.rf.4e189d50d21d48bfbe07c3425c578aad.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_3004_jpg.rf.4e189d50d21d48bfbe07c3425c578aad.jpg
Dataset-2_roboflow_train_img_0_248_jpg.rf.1afa40978e129b4531e2ed0a7202b17f.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_248_jpg.rf.1afa40978e129b4531e2ed0a7202b17f.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_248_jpg.rf.1afa40978e129b4531e2ed0a7202b17f.jpg
Dataset-2_roboflow_train_img_0_2517_jpg.rf.abf736df0931d2b330eec82c3582586f.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_2517_jpg.rf.abf736df0931d2b330eec82c3582586f.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_2517_jpg.rf.abf736df0931d2b330eec82c3582586f.jpg
Dataset-1_data_train_img_0_6740.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_6740.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_6740.jpg
Dataset-2_roboflow_train_img_0_9748_jpg.rf.4b077ce10263e9499b696b03b67aa7a1.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_9748_jpg.rf.4b077ce10263e9499b696b03b67aa7a1.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_9748_jpg.rf.4b077ce10263e9499b696b03b67aa7a1.jpg
Dataset-2_roboflow_train_img_0_5337_jpg.rf.d1e51b615deac82b017a9535105179dd.jpg,1,pcos,/content/organized_data/PCOS/Dataset-2_roboflow_train_img_0_5337_jpg.rf.d1e51b615deac82b017a9535105179dd.jpg,/content/organized_split/train/pcos/Dataset-2_roboflow_train_img_0_5337_jpg.rf.d1e51b615deac82b017a9535105179dd.jpg
Dataset-2_roboflow_valid_img_0_2027_jpg.rf.a8d59ac4a19914c45625f74862ccfcef.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_valid_img_0_2027_jpg.rf.a8d59ac4a19914c45625f74862ccfcef.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_valid_img_0_2027_jpg.rf.a8d59ac4a19914c45625f74862ccfcef.jpg
Dataset-2_roboflow_train_img_0_8972_jpg.rf.fe0f20b475d0f4c7c1c2bb057acb2514.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_8972_jpg.rf.fe0f20b475d0f4c7c1c2bb057acb2514.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_8972_jpg.rf.fe0f20b475d0f4c7c1c2bb057acb2514.jpg
Dataset-1_data_train_img_0_4159.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_4159.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_4159.jpg
Dataset-1_data_train_img_0_1421.jpg,1,pcos,/content/organized_data/PCOS/Dataset-1_data_train_img_0_1421.jpg,/content/organized_split/train/pcos/Dataset-1_data_train_img_0_1421.jpg
Dataset-2_roboflow_train_img_0_2233_jpg.rf.0c361f849855cb91e2c1521127fc5d44.jpg,0,normal,/content/organized_data/Normal/Dataset-2_roboflow_train_img_0_2233_jpg.rf.0c361f849855cb91e2c1521127fc5d44.jpg,/content/organized_split/train/normal/Dataset-2_roboflow_train_img_0_2233_jpg.rf.0c361f849855cb91e2c1521127fc5d44.jpg
Dataset-2_roboflow_valid_img_0_3255_jpg.rf.b0ca076cff8f0130071880c0b83be6e5.jpg,1,pcos,/content/organized_data/PCOS/Dataset-2_roboflow_valid_img_0_3255_jpg.rf.b0ca076cff8f0130071880c0b83be6e5.jpg,/content/organized_split/train/pcos/Dataset-2_roboflow_valid_img_0_3255_jpg.rf.b0ca076cff8f0130071880c0b83be6e5.jpg
Dataset-1_data_train_img_0_205.jpg,0,normal,/content/organized_data/Normal/Dataset-1_data_train_img_0_205.jpg,/content/organized_split/train/normal/Dataset-1_data_train_img_0_205.jpg
